"TIME","GEO","CITIZEN","ISCED11","AGE","UNIT","SEX","Value"
"2019","BG42","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","63.3"
"2019","BG42","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","44.8"
"2019","BG42","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","76.7"
"2019","BG42","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.8"
"2019","BG42","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","71.9"
"2019","BG42","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.4"
"2019","BG42","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","90.9"
"2019","BG42","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","83.7"
"2019","CZ","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","53.4"
"2019","CZ","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","63.3"
"2019","CZ","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","45.7"
"2019","CZ","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","81.3"
"2019","CZ","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","88.0"
"2019","CZ","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.9"
"2019","CZ","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.9"
"2019","CZ","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","93.2"
"2019","CZ","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.7"
"2019","CZ0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","53.4"
"2019","CZ0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","63.3"
"2019","CZ0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","45.7"
"2019","CZ0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","81.3"
"2019","CZ0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","88.0"
"2019","CZ0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.9"
"2019","CZ0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.9"
"2019","CZ0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","93.2"
"2019","CZ0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.7"
"2019","CZ01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","71.2"
"2019","CZ01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","77.1"
"2019","CZ01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","65.5"
"2019","CZ01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","82.0"
"2019","CZ01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","88.8"
"2019","CZ01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","75.1"
"2019","CZ01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.7"
"2019","CZ01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","95.6"
"2019","CZ01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.8"
"2019","CZ02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","59.5"
"2019","CZ02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","69.0"
"2019","CZ02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","53.0"
"2019","CZ02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","83.4"
"2019","CZ02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","89.2"
"2019","CZ02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","77.0"
"2019","CZ02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","85.7"
"2019","CZ02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","95.0"
"2019","CZ02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.0"
"2019","CZ03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","55.2"
"2019","CZ03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","65.3"
"2019","CZ03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","48.1"
"2019","CZ03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","81.6"
"2019","CZ03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","89.9"
"2019","CZ03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","71.8"
"2019","CZ03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","85.7"
"2019","CZ03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","93.3"
"2019","CZ03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.1"
"2019","CZ04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","54.2"
"2019","CZ04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","64.6"
"2019","CZ04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","46.2"
"2019","CZ04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","80.9"
"2019","CZ04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","88.0"
"2019","CZ04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","72.4"
"2019","CZ04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.7"
"2019","CZ04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","88.7"
"2019","CZ04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","79.8"
"2019","CZ05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","53.0"
"2019","CZ05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","61.4"
"2019","CZ05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","45.9"
"2019","CZ05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","81.6"
"2019","CZ05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","88.8"
"2019","CZ05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.7"
"2019","CZ05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.3"
"2019","CZ05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.2"
"2019","CZ05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.9"
"2019","CZ06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","51.6"
"2019","CZ06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","59.5"
"2019","CZ06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","45.8"
"2019","CZ06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","80.9"
"2019","CZ06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","87.5"
"2019","CZ06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.5"
"2019","CZ06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.8"
"2019","CZ06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","92.7"
"2019","CZ06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","75.6"
"2019","CZ07","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","44.9"
"2019","CZ07","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","60.6"
"2019","CZ07","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","33.1"
"2019","CZ07","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","81.1"
"2019","CZ07","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","87.9"
"2019","CZ07","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.1"
"2019","CZ07","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","82.5"
"2019","CZ07","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","92.0"
"2019","CZ07","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","75.3"
"2019","CZ08","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","47.5"
"2019","CZ08","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","57.7"
"2019","CZ08","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","39.0"
"2019","CZ08","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","79.1"
