"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value"
"2019","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2019","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2019","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2019","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2019","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2019","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2019","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2019","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2019","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2019","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2019","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","35.3"
"2019","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2019","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2019","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2019","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2019","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2019","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2019","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.4"
"2019","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2019","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","25.5"
"2019","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2019","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2019","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","31.9"
"2019","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2019","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","41.8"
"2019","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2019","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2019","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2019","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2019","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2019","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2019","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2019","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2019","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2019","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2019","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2019","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2019","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2019","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.6"
"2019","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2019","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.5"
"2019","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2019","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2019","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2019","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2019","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.7"
"2019","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","35.0"
"2019","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2019","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","35.8"
"2019","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","31.3"
"2019","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2019","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2019","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.2"
"2019","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.6"
"2019","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2019","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","32.1"
"2019","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","44.4"
"2019","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","45.5"
"2019","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","43.1"
"2019","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2019","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2019","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2019","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.6"
"2019","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.6"
"2019","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.5"
"2019","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","45.4"
"2019","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","47.5"
"2019","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.0"
