"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value"
"1992","Luxembourg","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","26.9"
"1992","Luxembourg","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","13.4"
"1992","Luxembourg","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","70.8"
"1992","Luxembourg","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","29.2"
"1992","Luxembourg","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","21.2"
"1992","Luxembourg","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","8.0"
"1992","Hungary","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Hungary","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Hungary","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Hungary","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Hungary","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Hungary","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Hungary","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Hungary","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Hungary","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Hungary","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Malta","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Malta","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Malta","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Malta","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Malta","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Malta","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Malta","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Malta","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Malta","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Malta","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Malta","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Malta","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Netherlands","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Netherlands","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Netherlands","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Netherlands","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Netherlands","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Netherlands","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Netherlands","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Netherlands","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Netherlands","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Netherlands","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Netherlands","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Austria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Austria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Austria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Austria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Austria","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Austria","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Austria","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Austria","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Austria","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Austria","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Austria","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Austria","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Poland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Poland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Poland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Poland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Poland","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Poland","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Poland","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Poland","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Poland","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Poland","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Poland","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Poland","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Portugal","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","79.8"
"1992","Portugal","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","20.2"
"1992","Portugal","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","11.8"
"1992","Portugal","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","8.5"
"1992","Portugal","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","80.3"
"1992","Portugal","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","19.7"
"1992","Portugal","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","11.9"
"1992","Portugal","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","7.7"
"1992","Portugal","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","79.2"
"1992","Portugal","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","20.8"
"1992","Portugal","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","11.6"
"1992","Portugal","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","9.2"
"1992","Romania","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Romania","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Romania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Romania","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Romania","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Romania","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Romania","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Romania","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Romania","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"1992","Romania","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"1992","Romania","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"1992","Romania","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"1992","Slovenia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
