"TIME","GEO","UNIT","NACE_R2","INDIC_SE","Value","Flag and Footnotes"
"2006","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2006","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2006","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
